Id,Time,Lat,Lng,Temperature,Humidity,Pm2.5,Pm10,Pm1,Co2,Co,Hcho,Tvoc
74DA3895DEF6,2018-07-22 11:00:33,22.671967,22.671967,32.25,69,27,31,20,0,0,0,0
74DA3895DEFA,2018-07-22 11:00:40,22.688006,22.688006,29.37,86,36,45,25,0,0,0,0
74DA3895DEFC,2018-07-22 11:04:24,23.107704,23.107704,28.62,75,28,34,20,0,0,0,0
74DA3895DEFE,2018-07-22 11:03:57,22.600855,22.600855,27.62,75,22,28,16,0,0,0,0
74DA3895DF00,2018-07-22 11:02:44,22.590375,22.590375,29.75,83,42,56,29,0,0,0,0
74DA3895DF04,2018-07-22 11:00:01,22.612970,22.612970,29.5,91,36,45,25,0,0,0,0
74DA3895DF0C,2018-07-22 11:02:58,23.173876,23.173876,29.62,100,19,23,13,0,0,0,0
74DA3895DF0E,2018-07-22 11:00:08,23.125363,23.125363,30.5,100,21,24,17,0,0,0,0
74DA3895DF10,2018-07-22 11:03:43,23.178830,23.178830,29.62,100,21,23,14,0,0,0,0
74DA3895DF12,2018-07-22 11:00:48,23.189600,23.189600,30.62,100,20,24,14,0,0,0,0
74DA3895DF14,2018-07-22 11:01:31,23.281,23.281,28.87,74,44,58,32,0,0,0,0
74DA3895DF16,2018-07-22 11:05:37,23.266034,23.266034,28.62,100,42,54,29,0,0,0,0
74DA3895DF18,2018-07-22 11:04:55,23.305948,23.305948,29.5,100,41,55,29,0,0,0,0
74DA3895DF1A,2018-07-22 11:06:59,23.323320,23.323320,30,100,0,0,0,0,0,0,0
74DA3895DF1E,2018-07-22 11:01:41,23.192174,23.192174,31.12,100,28,36,19,0,0,0,0
74DA3895DF22,2018-07-22 11:00:55,23.074779,23.074779,29.37,100,34,43,24,0,0,0,0
74DA3895DF2A,2018-07-22 11:01:13,22.993113,22.993113,30.25,86,22,26,15,0,0,0,0
74DA3895DF2C,2018-07-22 11:04:49,22.962770,22.962770,30.12,100,28,36,20,0,0,0,0
74DA3895DF2E,2018-07-22 11:04:48,22.99,22.99,30.62,72,29,31,20,0,0,0,0
74DA3895DF34,2018-07-22 11:02:32,22.988567,22.988567,31.87,67,19,23,15,0,0,0,0
74DA3895DF36,2018-07-22 11:01:12,22.912665,22.912665,30.75,100,25,32,18,0,0,0,0
74DA3895DF38,2018-07-22 11:00:51,22.919314,22.919314,30.5,100,26,31,18,0,0,0,0
74DA3895DF3C,2018-07-22 11:02:22,22.993212,22.993212,32.5,69,19,21,15,0,0,0,0
74DA3895DF40,2018-07-22 11:03:58,22.984,22.984,30.37,71,13,22,15,0,0,0,0
74DA3895DF42,2018-07-22 11:03:45,23.173716,23.173716,28.12,100,29,34,21,0,0,0,0
74DA3895DF44,2018-07-22 11:05:16,22.962326,22.962326,29.5,100,21,26,15,0,0,0,0
74DA3895DF46,2018-07-22 11:00:35,22.971167,22.971167,29,100,37,49,26,0,0,0,0
74DA3895DF48,2018-07-22 11:04:07,23.153530,23.153530,30.25,86,35,46,24,0,0,0,0
74DA3895DF4A,2018-07-22 11:02:30,22.913741,22.913741,29.12,100,30,38,21,0,0,0,0
74DA3895DF4C,2018-07-22 11:03:28,22.623779,22.623779,30.5,100,37,48,25,0,0,0,0
74DA3895DF52,2018-07-22 11:03:36,22.781600,22.781600,29.75,100,35,45,23,0,0,0,0
74DA3895DF54,2018-07-22 11:01:34,23.143,23.143,30.87,67,22,45,26,0,0,0,0
74DA3895DF56,2018-07-22 11:00:45,22.792745,22.792745,29.87,100,36,44,27,0,0,0,0
74DA3895DF58,2018-07-22 11:00:56,22.653907,22.653907,31.5,100,37,49,25,0,0,0,0
74DA3895DF5C,2018-07-22 11:02:20,22.792343,22.792343,29.5,100,29,33,20,0,0,0,0
74DA3895DF64,2018-07-22 11:05:11,22.963817,22.963817,29.75,100,46,58,35,0,0,0,0
74DA3895DF6A,2018-07-22 11:06:56,22.561591,22.561591,28.25,100,31,42,20,0,0,0,0
74DA3895DF6E,2018-07-22 11:02:04,22.784564,22.784564,30.62,99,58,63,53,0,0,0,0
74DA3895DF74,2018-07-22 11:04:54,22.737648,22.737648,30.75,88,38,49,25,0,0,0,0
74DA3895DF76,2018-07-22 11:01:43,22.971318,22.971318,31.5,100,17,20,13,0,0,0,0
74DA3895DF78,2018-07-22 11:01:20,22.689014,22.689014,28.87,100,44,57,30,0,0,0,0
74DA3895DF7A,2018-07-22 11:03:52,22.701310,22.701310,29.5,100,36,45,24,0,0,0,0
74DA3895DF7E,2018-07-22 11:00:24,22.697372,22.697372,30.25,100,38,46,27,0,0,0,0
74DA3895DF80,2018-07-22 11:05:39,22.690484,22.690484,29.12,96,38,49,27,0,0,0,0
74DA3895DF82,2018-07-22 11:02:16,22.729645,22.729645,29.37,100,31,39,22,0,0,0,0
74DA3895DF84,2018-07-22 11:04:54,22.886546,22.886546,27.87,91,21,24,14,0,0,0,0
74DA3895DF86,2018-07-22 11:03:39,22.623369,22.623369,29.37,100,41,54,28,0,0,0,0
74DA3895DF8A,2018-07-22 11:02:18,22.672607,22.672607,30,100,34,40,24,0,0,0,0
74DA3895DF8C,2018-07-22 11:04:27,22.996969,22.996969,28.5,100,30,37,21,0,0,0,0
74DA3895DF8E,2018-07-22 11:00:17,23.029970,23.029970,27.62,100,26,29,19,0,0,0,0
74DA3895DF90,2018-07-22 11:01:34,23.071790,23.071790,31.12,100,29,55,17,0,0,0,0
74DA3895DF92,2018-07-22 11:02:14,22.996,22.996,30.62,76,30,37,21,0,0,0,0
74DA3895DF94,2018-07-22 11:05:44,23.275200,23.275200,25.25,100,0,0,0,0,0,0,0
74DA3895DF98,2018-07-22 11:05:47,23.126824,23.126824,28,100,28,31,21,0,0,0,0
74DA3895DF9A,2018-07-22 11:04:55,23.112159,23.112159,26.5,100,30,37,21,0,0,0,0
74DA3895DF9E,2018-07-22 11:03:40,24.3550,24.3550,33.12,72,39,53,26,0,0,0,0
74DA3895DFA4,2018-07-22 11:01:06,23.961,23.961,31.87,83,45,59,31,0,0,0,0
74DA3895DFAA,2018-07-22 11:03:03,24.1220,24.1220,31.25,100,62,73,50,0,0,0,0
74DA3895DFB2,2018-07-22 11:02:17,22.668,22.668,30.75,77,30,40,20,0,0,0,0
74DA3895DFBA,2018-07-22 11:02:48,24.131,24.131,30,68,23,56,27,0,0,0,0
74DA3895DFC4,2018-07-22 11:04:07,24.1800,24.1800,30.25,100,1,1,1,0,0,0,0
74DA3895DFC6,2018-07-22 11:00:12,24.1510,24.1510,31.75,100,31,38,22,0,0,0,0
74DA3895DFC8,2018-07-22 11:03:23,24.03,24.03,32,64,40,52,27,0,0,0,0
74DA3895DFCA,2018-07-22 11:04:10,23.4470,23.4470,31.12,100,37,48,25,0,0,0,0
74DA3895DFCC,2018-07-22 11:03:50,24.0910,24.0910,31.5,89,36,47,25,0,0,0,0
74DA3895DFD2,2018-07-22 11:00:43,22.799304,22.799304,30.25,91,36,49,26,0,0,0,0
74DA3895DFD4,2018-07-22 11:02:50,22.911145,22.911145,27.75,83,26,28,19,0,0,0,0
74DA3895DFD6,2018-07-22 11:05:36,22.643044,22.643044,29.87,100,42,54,29,0,0,0,0
74DA3895DFDA,2018-07-22 11:05:37,22.608539,22.608539,29.5,100,0,0,0,0,0,0,0
74DA3895DFDE,2018-07-22 11:03:07,22.617508,22.617508,29.62,90,31,39,22,0,0,0,0
74DA3895DFE0,2018-07-22 11:03:33,22.805642,22.805642,30.25,100,16,18,11,0,0,0,0
74DA3895DFE2,2018-07-22 11:05:16,22.632528,22.632528,29.25,100,34,44,23,0,0,0,0
74DA3895DFE4,2018-07-22 11:02:23,22.577387,22.577387,31.37,90,36,46,24,0,0,0,0
74DA3895DFE6,2018-07-22 11:02:23,23.050471,23.050471,22.62,85,12,14,9,0,0,0,0
74DA3895DFE8,2018-07-22 11:04:38,22.630377,22.630377,29,83,17,21,13,0,0,0,0
74DA3895DFEA,2018-07-22 11:02:32,22.587567,22.587567,30.12,100,39,50,27,0,0,0,0
74DA3895DFEC,2018-07-22 11:04:53,22.640169,22.640169,29.62,100,34,42,24,0,0,0,0
74DA3895DFF0,2018-07-22 11:04:42,22.873704,22.873704,30.12,100,31,38,22,0,0,0,0
74DA3895DFF4,2018-07-22 11:02:17,22.833475,22.833475,31.25,100,22,26,16,0,0,0,0
74DA3895DFF8,2018-07-22 11:03:44,23.025933,23.025933,30.12,96,26,29,19,0,0,0,0
74DA3895DFFA,2018-07-22 11:00:42,23.064324,23.064324,30.25,100,27,35,20,0,0,0,0
74DA3895E000,2018-07-22 11:04:25,23.015347,23.015347,29.25,99,24,26,18,0,0,0,0
74DA3895E002,2018-07-22 11:00:44,23.013212,23.013212,29.12,100,20,21,15,0,0,0,0
74DA3895E004,2018-07-22 11:01:38,23.012636,23.012636,32.12,100,21,25,15,0,0,0,0
74DA3895E006,2018-07-22 11:05:15,23.301079,23.301079,30.37,100,16,20,9,0,0,0,0
74DA3895E008,2018-07-22 11:05:00,23.238,23.238,33.62,-41,16,19,10,0,0,0,0
74DA3895E00A,2018-07-22 11:02:46,23.268914,23.268914,31.37,92,10,13,7,0,0,0,0
74DA3895E00E,2018-07-22 11:05:35,23.000295,23.000295,29.87,100,28,35,20,0,0,0,0
74DA3895E012,2018-07-22 11:05:00,22.991408,22.991408,29.87,100,24,26,17,0,0,0,0
74DA3895E016,2018-07-22 11:02:43,22.932,22.932,31.87,60,14,16,11,0,0,0,0
74DA3895E018,2018-07-22 11:04:24,23.007987,23.007987,30.37,100,5,6,5,0,0,0,0
74DA3895E020,2018-07-22 11:04:00,22.982499,22.982499,29.12,100,26,30,18,0,0,0,0
74DA3895E026,2018-07-22 11:03:29,22.864611,22.864611,30.25,78,25,30,17,0,0,0,0
74DA3895E028,2018-07-22 11:00:25,22.615658,22.615658,29.5,100,46,60,30,0,0,0,0
74DA3895E02A,2018-07-22 11:05:03,22.623951,22.623951,30.12,92,45,59,29,0,0,0,0
74DA3895E02C,2018-07-22 11:03:35,22.630103,22.630103,30.25,90,36,47,25,0,0,0,0
74DA3895E02E,2018-07-22 11:02:48,22.618923,22.618923,31.87,82,33,42,24,0,0,0,0
74DA3895E032,2018-07-22 11:01:25,22.613861,22.613861,31.87,74,27,33,19,0,0,0,0
74DA3895E034,2018-07-22 11:02:42,22.620594,22.620594,30.62,75,35,45,24,0,0,0,0
74DA3895E036,2018-07-22 11:04:07,22.636531,22.636531,30.62,83,28,34,20,0,0,0,0
74DA3895E038,2018-07-22 11:02:38,23.044220,23.044220,30.87,93,37,46,26,0,0,0,0
74DA3895E03E,2018-07-22 11:05:42,22.853402,22.853402,30.62,85,25,28,20,0,0,0,0
74DA3895E046,2018-07-22 11:04:20,23.285872,23.285872,29.25,100,44,57,31,0,0,0,0
74DA3895E048,2018-07-22 11:00:05,23.290371,23.290371,29.37,100,32,40,23,0,0,0,0
74DA3895E04A,2018-07-22 11:03:46,23.258062,23.258062,30.12,100,45,58,32,0,0,0,0
74DA3895E04C,2018-07-22 11:03:51,22.971907,22.971907,29.25,100,36,47,24,0,0,0,0
74DA3895E04E,2018-07-22 11:03:32,23.254521,23.254521,31.62,100,34,41,24,0,0,0,0
74DA3895E050,2018-07-22 11:05:35,23.186,23.186,32.5,100,32,40,23,0,0,0,0
74DA3895E056,2018-07-22 11:04:10,23.198368,23.198368,30.62,100,25,30,18,0,0,0,0
74DA3895E058,2018-07-22 11:02:36,23.219843,23.219843,29.5,100,17,20,12,0,0,0,0
74DA3895E05A,2018-07-22 11:04:20,23.275,23.275,29.75,90,33,42,22,0,0,0,0
74DA3895E05E,2018-07-22 11:04:31,22.939905,22.939905,28,100,34,43,24,0,0,0,0
74DA3895E060,2018-07-22 11:04:59,23.191645,23.191645,29.62,100,24,27,17,0,0,0,0
74DA3895E062,2018-07-22 11:03:02,23.187834,23.187834,30.87,95,39,51,28,0,0,0,0
74DA3895E064,2018-07-22 11:03:31,23.178,23.178,30.37,86,31,39,22,0,0,0,0
74DA3895E06E,2018-07-22 11:02:08,24.308,24.308,34.75,89,28,36,19,0,0,0,0
74DA3895E070,2018-07-22 11:02:26,24.1130,24.1130,31.62,78,35,45,24,0,0,0,0
74DA3895E076,2018-07-22 11:01:13,24.0180,24.0180,29.25,100,36,62,25,0,0,0,0
74DA3895E07A,2018-07-22 11:03:41,23.035973,23.035973,32.87,77,19,21,13,0,0,0,0
74DA3895E07C,2018-07-22 11:03:39,22.503913,22.503913,28,100,40,52,27,0,0,0,0
74DA3895E07E,2018-07-22 11:01:59,22.636800,22.636800,29.62,85,41,52,28,0,0,0,0
74DA3895E082,2018-07-22 11:05:01,22.875472,22.875472,31.37,100,23,29,18,0,0,0,0
74DA3895E084,2018-07-22 11:01:24,22.763648,22.763648,31.87,100,35,44,24,0,0,0,0
74DA3895E086,2018-07-22 11:00:29,22.599546,22.599546,29.12,100,35,44,24,0,0,0,0
74DA3895E088,2018-07-22 11:01:52,22.760567,22.760567,29.25,100,13,15,9,0,0,0,0
74DA3895E08A,2018-07-22 11:01:16,22.733817,22.733817,30.5,87,30,36,22,0,0,0,0
74DA3895E08C,2018-07-22 11:00:55,22.881872,22.881872,29.5,100,33,41,23,0,0,0,0
74DA3895E090,2018-07-22 11:00:29,22.776046,22.776046,32.5,82,32,40,23,0,0,0,0
74DA3895E094,2018-07-22 11:04:57,22.847667,22.847667,28.25,100,25,31,18,0,0,0,0
74DA3895E0A2,2018-07-22 11:04:51,22.795,22.795,30.25,100,19,22,15,0,0,0,0
74DA3895E0A8,2018-07-22 11:02:22,24.1840,24.1840,30,76,28,32,20,0,0,0,0
74DA3895E0AC,2018-07-22 11:03:41,24.2160,24.2160,33.37,65,31,39,22,0,0,0,0
74DA3895E0AE,2018-07-22 11:04:10,23.8790,23.8790,33.12,92,33,41,23,0,0,0,0
74DA3895E0B0,2018-07-22 11:05:23,24.143,24.143,30.12,100,33,42,23,0,0,0,0
74DA3895E0B4,2018-07-22 11:05:22,23.078180,23.078180,29.62,100,18,20,13,0,0,0,0
74DA3895E0B6,2018-07-22 11:02:04,23.122,23.122,30.37,94,17,19,13,0,0,0,0
74DA3895E0BA,2018-07-22 11:04:01,23.121496,23.121496,31.12,100,20,22,14,0,0,0,0
74DA3895E0BC,2018-07-22 11:00:43,23.140100,23.140100,30.87,96,33,37,24,0,0,0,0
74DA3895E0C4,2018-07-22 11:07:09,23.064,23.064,31.37,66,19,21,15,0,0,0,0
74DA3895E0C8,2018-07-22 11:00:13,22.634463,22.634463,29.25,100,42,53,29,0,0,0,0
74DA3895E0D0,2018-07-22 11:04:09,23.080662,23.080662,30.12,100,24,28,18,0,0,0,0
74DA3895E0D2,2018-07-22 11:03:23,23.123573,23.123573,33.12,68,29,37,21,0,0,0,0
74DA3895E0D4,2018-07-22 11:03:31,23.098957,23.098957,30.5,100,22,27,16,0,0,0,0
74DA3895E0D6,2018-07-22 11:05:15,23.048,23.048,30.5,81,16,18,12,0,0,0,0
74DA3895E0E0,2018-07-22 11:02:36,24.1950,24.1950,29.62,100,37,47,25,0,0,0,0
74DA3895E0E2,2018-07-22 11:04:39,24.305,24.305,32.12,100,36,45,26,0,0,0,0
74DA3895E0E4,2018-07-22 11:01:26,22.919313,22.919313,29,100,0,0,0,0,0,0,0
74DA3895E0E6,2018-07-22 11:02:03,22.994306,22.994306,30,79,39,48,27,0,0,0,0
74DA3895E0E8,2018-07-22 11:05:34,22.958915,22.958915,29.62,100,50,63,42,0,0,0,0
74DA3895E0EE,2018-07-22 11:02:22,22.594,22.594,35.37,67,32,41,22,0,0,0,0
74DA3895E0F6,2018-07-22 11:02:09,23.377062,23.377062,29.87,100,43,57,31,0,0,0,0
74DA3895E0FA,2018-07-22 11:02:47,23.344940,23.344940,30,100,35,39,26,0,0,0,0
74DA3895E102,2018-07-22 11:00:19,23.316327,23.316327,30,100,36,46,25,0,0,0,0
74DA3895E106,2018-07-22 11:00:56,23.317184,23.317184,27.12,100,39,49,27,0,0,0,0
74DA3895E108,2018-07-22 11:02:22,22.654285,22.654285,29.37,100,43,61,31,0,0,0,0
74DA3895E10A,2018-07-22 11:02:33,22.683745,22.683745,28.62,93,36,44,25,0,0,0,0
74DA3895E114,2018-07-22 11:04:43,22.999595,22.999595,34,76,26,30,21,0,0,0,0
74DA3895E118,2018-07-22 11:01:53,22.691283,22.691283,29.37,100,35,43,25,0,0,0,0
74DA3895E11A,2018-07-22 11:04:51,22.680021,22.680021,29,93,37,46,26,0,0,0,0
74DA3895E11C,2018-07-22 11:00:23,22.624,22.624,31.5,100,45,59,31,0,0,0,0
74DA3895E11E,2018-07-22 11:05:28,23.081,23.081,29,79,27,32,19,0,0,0,0
74DA3895E122,2018-07-22 11:01:37,22.643356,22.643356,30.25,83,28,35,19,0,0,0,0
74DA3895E124,2018-07-22 11:00:32,22.598187,22.598187,28.87,100,38,49,27,0,0,0,0
74DA3895E126,2018-07-22 11:03:28,22.678878,22.678878,31.87,100,22,26,17,0,0,0,0
74DA3895E12A,2018-07-22 11:02:08,22.632676,22.632676,30,100,45,59,31,0,0,0,0
74DA3895E12E,2018-07-22 11:05:37,22.604144,22.604144,30.75,100,46,62,33,0,0,0,0
74DA3895E130,2018-07-22 11:05:52,22.623932,22.623932,30.75,81,8,9,5,0,0,0,0
74DA3895E134,2018-07-22 11:01:13,22.596959,22.596959,28.62,99,43,58,30,0,0,0,0
74DA3895E136,2018-07-22 11:03:08,22.977102,22.977102,28.75,100,32,37,23,0,0,0,0
74DA3895E138,2018-07-22 11:02:01,22.605519,22.605519,29.5,100,41,54,29,0,0,0,0
74DA3895E13A,2018-07-22 11:02:43,22.690432,22.690432,29,100,30,37,21,0,0,0,0
74DA3895E13C,2018-07-22 11:00:14,22.989602,22.989602,27.62,100,32,42,23,0,0,0,0
74DA3895E13E,2018-07-22 11:05:54,22.683177,22.683177,28.75,97,39,48,27,0,0,0,0
74DA3895E140,2018-07-22 11:02:51,22.724927,22.724927,29.62,100,39,49,28,0,0,0,0
74DA3895E148,2018-07-22 11:04:54,23.019682,23.019682,32.87,100,26,31,17,0,0,0,0
74DA3895E14A,2018-07-22 11:02:11,22.636,22.636,29.62,94,44,59,31,0,0,0,0
74DA3895E14E,2018-07-22 11:01:34,22.622691,22.622691,29.5,89,45,59,31,0,0,0,0
74DA3895E150,2018-07-22 11:04:20,22.656597,22.656597,31.62,68,32,40,22,0,0,0,0
74DA3895E152,2018-07-22 11:01:32,22.644576,22.644576,32.5,100,28,33,19,0,0,0,0
74DA3895E158,2018-07-22 11:03:15,23.124226,23.124226,30.5,100,26,30,18,0,0,0,0
74DA3895E164,2018-07-22 11:03:03,23.033,23.033,32.5,64,34,39,23,0,0,0,0
74DA3895E16A,2018-07-22 11:03:39,23.079040,23.079040,30.62,100,25,29,18,0,0,0,0
74DA3895E170,2018-07-22 11:01:15,22.811045,22.811045,30.37,100,38,48,26,0,0,0,0
74DA3895E172,2018-07-22 11:03:26,22.753558,22.753558,29,87,30,33,21,0,0,0,0
74DA3895E176,2018-07-22 11:04:05,22.775276,22.775276,28.37,100,40,51,28,0,0,0,0
74DA3895E17C,2018-07-22 11:04:34,22.882757,22.882757,29.5,100,37,51,25,0,0,0,0
74DA3895E17E,2018-07-22 11:01:26,22.595606,22.595606,29,100,40,52,27,0,0,0,0
74DA3895E180,2018-07-22 11:03:24,22.804602,22.804602,33.25,96,8,9,6,0,0,0,0
74DA3895E182,2018-07-22 11:02:54,22.713674,22.713674,30,100,28,35,19,0,0,0,0
74DA3895E186,2018-07-22 11:01:56,22.834251,22.834251,29.5,100,42,54,29,0,0,0,0
74DA3895E188,2018-07-22 11:05:44,22.634379,22.634379,29.75,100,48,61,36,0,0,0,0
74DA3895E18E,2018-07-22 11:02:32,22.866385,22.866385,29.87,100,31,37,22,0,0,0,0
74DA3895E192,2018-07-22 11:00:54,22.856077,22.856077,30.75,100,23,27,17,0,0,0,0
74DA3895E198,2018-07-22 11:01:19,22.973332,22.973332,31.25,70,24,26,19,0,0,0,0
74DA3895E19A,2018-07-22 11:01:00,23.077988,23.077988,28.87,100,39,49,27,0,0,0,0
74DA3895E19C,2018-07-22 11:04:11,23.121,23.121,28.62,100,40,50,28,0,0,0,0
74DA3895E1A2,2018-07-22 11:04:02,23.240969,23.240969,31.5,100,29,36,20,0,0,0,0
74DA3895E1A4,2018-07-22 11:04:01,23.366474,23.366474,31.5,100,33,42,22,0,0,0,0
74DA3895E1A6,2018-07-22 11:01:31,22.949068,22.949068,30.62,100,31,40,22,0,0,0,0
74DA3895E1A8,2018-07-22 11:01:35,22.945451,22.945451,29.37,100,30,38,21,0,0,0,0
74DA3895E1AC,2018-07-22 11:03:48,23.004136,23.004136,29.75,100,26,30,19,0,0,0,0
74DA3895E1B0,2018-07-22 11:01:08,23.217467,23.217467,31.25,86,41,53,28,0,0,0,0
74DA3895E1B8,2018-07-22 11:05:02,23.267130,23.267130,31.62,100,24,28,19,0,0,0,0
74DA38A7952E,2018-07-22 11:02:40,1.322,1.322,29.25,77,26,30,19,0,0,0,0
74DA38AF4712,2018-07-22 11:02:03,25.025,25.025,28.62,70,4,5,3,0,0,0,0
74DA38AF4718,2018-07-22 11:05:36,24.1350,24.1350,30.62,60,26,28,18,0,0,0,0
74DA38AF471C,2018-07-22 11:05:32,22.636,22.636,31.5,89,34,43,23,0,0,0,0
74DA38AF471E,2018-07-22 11:00:47,24.03,24.03,32.12,100,38,49,26,0,0,0,0
74DA38AF4722,2018-07-22 11:02:34,22.702,22.702,29.37,84,20,21,15,0,0,0,0
74DA38AF4728,2018-07-22 11:00:16,22.6320,22.6320,29.87,95,42,55,27,0,0,0,0
74DA38AF472C,2018-07-22 11:02:49,25.0580,25.0580,29.75,65,7,8,5,0,0,0,0
74DA38AF4730,2018-07-22 11:01:12,24.1580,24.1580,30.37,62,26,29,19,0,0,0,0
74DA38AF4734,2018-07-22 11:01:32,24.248,24.248,30.75,89,28,33,19,0,0,0,0
74DA38AF4738,2018-07-22 11:01:13,25.0120,25.0120,34.25,67,11,13,9,0,0,0,0
74DA38AF473A,2018-07-22 11:02:18,24.9940,24.9940,33.62,65,12,13,9,0,0,0,0
74DA38AF473C,2018-07-22 11:03:32,24.131,24.131,28.87,64,13,14,11,0,0,0,0
74DA38AF473E,2018-07-22 11:02:10,24.9990,24.9990,31.75,77,9,11,7,0,0,0,0
74DA38AF4742,2018-07-22 11:01:03,24.142,24.142,28.12,78,29,34,20,0,0,0,0
74DA38AF4746,2018-07-22 11:02:01,22.9840,22.9840,31.62,100,20,23,15,0,0,0,0
74DA38AF4756,2018-07-22 11:00:58,23.973,23.973,31.5,59,6,7,4,0,0,0,0
74DA38AF4758,2018-07-22 11:02:06,24.103,24.103,30.25,75,32,40,24,0,0,0,0
74DA38AF475E,2018-07-22 11:01:23,25.064,25.064,32,58,0,0,0,0,0,0,0
74DA38AF4762,2018-07-22 11:01:20,25.0780,25.0780,29.87,78,9,10,6,0,0,0,0
74DA38AF4768,2018-07-22 11:03:24,24.999,24.999,33.62,63,15,16,12,0,0,0,0
74DA38AF476E,2018-07-22 11:03:31,24.0640,24.0640,29.12,70,21,25,15,0,0,0,0
74DA38AF4770,2018-07-22 11:01:27,24.1140,24.1140,29.62,79,34,43,24,0,0,0,0
74DA38AF4772,2018-07-22 11:00:47,24.1190,24.1190,30.25,75,11,13,8,0,0,0,0
74DA38AF4774,2018-07-22 11:00:35,24.279,24.279,34.25,100,33,44,23,0,0,0,0
74DA38AF4776,2018-07-22 11:02:44,23.716,23.716,30,85,24,26,17,0,0,0,0
74DA38AF4778,2018-07-22 11:00:37,24.2080,24.2080,38.25,80,26,30,19,0,0,0,0
74DA38AF477C,2018-07-22 11:02:39,25.0200,25.0200,32.87,85,11,12,9,0,0,0,0
74DA38AF4780,2018-07-22 11:02:03,24.1540,24.1540,31.25,76,31,36,22,0,0,0,0
74DA38AF4786,2018-07-22 11:02:19,25.008,25.008,30.62,82,22,24,16,0,0,0,0
74DA38AF478A,2018-07-22 11:01:45,22.983,22.983,28.37,58,6,8,4,0,0,0,0
74DA38AF478C,2018-07-22 11:01:08,22.984,22.984,30.37,88,18,19,14,0,0,0,0
74DA38AF478E,2018-07-22 11:00:55,25.0240,25.0240,31,100,11,12,7,0,0,0,0
74DA38AF4792,2018-07-22 11:04:53,22.6650,22.6650,30.87,93,28,35,20,0,0,0,0
74DA38AF4796,2018-07-22 11:00:31,24.9110,24.9110,31.5,99,13,14,10,0,0,0,0
74DA38AF4798,2018-07-22 11:04:27,25.1150,25.1150,33.25,78,10,10,8,0,0,0,0
74DA38AF47A4,2018-07-22 11:01:11,24.1300,24.1300,30,77,38,49,27,0,0,0,0
74DA38AF47AA,2018-07-22 11:01:32,25.0220,25.0220,27.62,80,1,1,0,0,0,0,0
74DA38AF47AC,2018-07-22 11:02:13,24.0550,24.0550,29.62,92,42,55,28,0,0,0,0
74DA38AF47AE,2018-07-22 11:02:46,23.704,23.704,30.25,74,30,33,21,0,0,0,0
74DA38AF47B0,2018-07-22 11:03:43,23.464,23.464,24.37,45,24,27,19,0,0,0,0
74DA38AF47B2,2018-07-22 11:02:47,22.465,22.465,29.12,100,42,53,29,0,0,0,0
74DA38AF47B4,2018-07-22 11:01:08,24.0860,24.0860,31.12,72,13,15,9,0,0,0,0
74DA38AF47B8,2018-07-22 11:01:01,23.5310,23.5310,34.12,67,354,495,175,0,0,0,0
74DA38AF47BA,2018-07-22 11:01:56,25.0150,25.0150,30.62,94,13,15,11,0,0,0,0
74DA38AF47BE,2018-07-22 11:04:42,25.0240,25.0240,30.62,100,12,14,10,0,0,0,0
74DA38AF47C0,2018-07-22 11:03:36,23.5470,23.5470,31.75,85,35,43,24,0,0,0,0
74DA38AF47C8,2018-07-22 11:09:15,25.1640,25.1640,32.25,98,13,15,10,0,0,0,0
74DA38AF47CE,2018-07-22 11:03:59,25.0120,25.0120,34.25,72,10,10,8,0,0,0,0
74DA38AF47D6,2018-07-22 11:01:31,24.9660,24.9660,29.12,76,13,14,10,0,0,0,0
74DA38AF47D8,2018-07-22 11:05:11,23.089,23.089,30.5,100,30,35,21,0,0,0,0
74DA38AF47DA,2018-07-22 11:00:34,25.0010,25.0010,29.87,66,8,9,5,0,0,0,0
74DA38AF47DC,2018-07-22 11:01:26,22.638,22.638,30.25,73,30,35,21,0,0,0,0
74DA38AF47DE,2018-07-22 11:03:44,24.069,24.069,30.75,78,37,47,25,0,0,0,0
74DA38AF47E6,2018-07-22 11:01:25,24.1510,24.1510,30.87,100,44,58,31,0,0,0,0
74DA38AF47F0,2018-07-22 11:05:09,25.1390,25.1390,30.25,87,15,17,11,0,0,0,0
74DA38AF47F6,2018-07-22 11:04:47,24.0890,24.0890,33.75,42,11,12,8,0,0,0,0
74DA38AF47F8,2018-07-22 11:03:02,25.0460,25.0460,34.37,100,13,14,10,0,0,0,0
74DA38AF4802,2018-07-22 11:00:00,24.988,24.988,29.75,83,19,21,14,0,0,0,0
74DA38AF4804,2018-07-22 11:02:25,24.1580,24.1580,31.25,67,30,34,22,0,0,0,0
74DA38AF4806,2018-07-22 11:03:10,22.633,22.633,30.25,100,42,54,28,0,0,0,0
74DA38AF480E,2018-07-22 11:03:15,24.196,24.196,33.37,100,26,29,18,0,0,0,0
74DA38AF4810,2018-07-22 11:02:58,24.2060,24.2060,27.12,59,7,8,5,0,0,0,0
74DA38AF4812,2018-07-22 11:04:23,22.982,22.982,32.75,100,21,23,16,0,0,0,0
74DA38AF481E,2018-07-22 11:00:28,24.1610,24.1610,31.5,77,28,31,20,0,0,0,0
74DA38AF4834,2018-07-22 11:05:59,25.0480,25.0480,29.87,61,8,8,6,0,0,0,0
74DA38AF483E,2018-07-22 11:00:43,24.767,24.767,31.12,67,13,15,10,0,0,0,0
